country,country_code,mcc,mnc,operator,network_type,status
Uganda,Ug,641,33,Smile,LTE,Active
Uganda,Ug,641,11,Mango,LTE,Active
Uganda,Ug,641,10,MTN,LTE,Active
Uganda,Ug,641,14,Orange,LTE,Active
Uganda,Ug,641,18,Suretelecom Uganda Ltd,LTE,Active
Uganda,Ug,641,999,Fix Line,LTE,Active
Zambia,Za,645,645,Zambia all operators,LTE,Active
Zambia,Za,645,1,Airtel,LTE,Active
Zambia,Za,645,2,MTN,LTE,Active
Zambia,Za,645,3,Zamtel,LTE,Active
Zimbabwe,Zi,648,4,Econet,LTE,Active
Zimbabwe,Zi,648,1,Net One,LTE,Active
Cameroon,Ca,624,624,Cameroon all operators,LTE,Active
Cameroon,Ca,624,1,MTN,LTE,Active
Cameroon,Ca,624,4,Nextel,LTE,Active
Cameroon,Ca,624,2,Orange,LTE,Active
Cape Verde,Ca,625,625,Cape Verde all operators,LTE,Active
Cape Verde,Ca,625,1,CV Movel,LTE,Active
Cape Verde,Ca,625,2,T+ Telecom,LTE,Active
Central African Rep.,Ce,623,623,Central African Rep. all operators,LTE,Active
Central African Rep.,Ce,623,1,Centrafr. Telecom+,LTE,Active
Central African Rep.,Ce,623,4,Nationlink,LTE,Active
Central African Rep.,Ce,623,3,Orange/Celca,LTE,Active
Central African Rep.,Ce,623,2,Telecel Centraf.,LTE,Active
Chad,Ch,622,622,Chad all operators,LTE,Active
Chad,Ch,622,1,Airtel Tchad SA,LTE,Active
Chad,Ch,622,4,Mobilsotel SA,LTE,Active
Chad,Ch,622,3,Moov Africa Tchad SA,LTE,Active
Chad,Ch,622,7,Salam/Sotel,LTE,Active
Chad,Ch,622,2,Tchad Mobile,LTE,Active
"Congo, Republic",Co,629,629,"Congo, Republic all operators",LTE,Active
"Congo, Republic",Co,629,1,Airtel SA,LTE,Active
"Congo, Republic",Co,629,2,Azur SA (ETC),LTE,Active
"Congo, Republic",Co,629,7,Warid,LTE,Active
"Congo, Republic",Co,629,10,MTN/Libertis,LTE,Active
Equatorial Guinea,Eq,627,627,Equatorial Guinea all operators,LTE,Active
Equatorial Guinea,Eq,627,3,HiTs-GE,LTE,Active
Equatorial Guinea,Eq,627,1,ORANGE/GETESA,LTE,Active
Gabon,Ga,628,628,Gabon all operators,LTE,Active
Gabon,Ga,628,3,Airtel/ZAIN/Celtel Gabon S.A.,LTE,Active
Gabon,Ga,628,4,Azur/Usan S.A.,LTE,Active
Gabon,Ga,628,1,Libertis S.A.,LTE,Active
Gabon,Ga,628,2,MOOV/Telecel,LTE,Active
Ghana,Gh,620,620,Ghana all operators,LTE,Active
Ghana,Gh,620,3,Airtel/Tigo,LTE,Active
Ghana,Gh,620,6,Airtel/Tigo,LTE,Active
Ghana,Gh,620,4,Expresso Ghana Ltd,LTE,Active
Ghana,Gh,620,7,GloMobile,LTE,Active
Ghana,Gh,620,1,MTN,LTE,Active
Ghana,Gh,620,2,Vodafone,LTE,Active
Nigeria,Ni,621,621,Nigeria all operators,LTE,Active
Nigeria,Ni,621,60,9mobile,LTE,Active
Nigeria,Ni,621,20,Airtel,LTE,Active
Nigeria,Ni,621,27,Smile,LTE,Active
Nigeria,Ni,621,25,Visafone,LTE,Active
Nigeria,Ni,621,50,Glo Mobile,LTE,Active
Nigeria,Ni,621,97,MNC-097,LTE,Active
Nigeria,Ni,621,96,Starcomms,LTE,Active
Nigeria,Ni,621,99,Starcomms,LTE,Active
Nigeria,Ni,621,30,MTN,LTE,Active
Nigeria,Ni,621,40,ntel,LTE,Active
Nigeria,Ni,621,1,Visafone,LTE,Active
Nigeria,Ni,621,999,MNC-999,LTE,Active
Nigeria,Ni,621,997,Multi-Links,LTE,Active
Nigeria,Ni,621,998,Starcomms,LTE,Active
Nigeria,Ni,621,996,Visafone,LTE,Active
Sao Tome & Principe,Sa,626,1,CSTmovel,LTE,Active
Malaysia,Ma,502,12,Maxis,LTE,Active
American Samoa,Am,544,544,American Samoa all operators,LTE,Active
American Samoa,Am,544,998,American Samoa Telecom,LTE,Active
American Samoa,Am,544,11,BlueSky,LTE,Active
Cook Islands,Co,548,548,Cook Islands all operators,LTE,Active
Cook Islands,Co,548,1,Telecom Cook Islands Ltd,LTE,Active
Fiji,Fi,542,542,Fiji all operators,LTE,Active
Fiji,Fi,542,2,DigiCell,LTE,Active
Fiji,Fi,542,0,MNC-000,LTE,Active
Fiji,Fi,542,3,Telecom Fiji Ltd (CDMA),LTE,Active
Fiji,Fi,542,1,Vodafone,LTE,Active
French Polynesia,Fr,547,547,French Polynesia all operators,LTE,Active
French Polynesia,Fr,547,15,Pacific Mobile Telecom (PMT),LTE,Active
French Polynesia,Fr,547,20,Vini/Tikiphone,LTE,Active
Kiribati,Ki,545,9,Kiribati Frigate,LTE,Active
Kiribati,Ki,545,1,Kiribati TSKL / Telecom Services Kiribati Ltd,LTE,Active
New Caledonia,Ne,546,546,New Caledonia all operators,LTE,Active
New Caledonia,Ne,546,1,OPT Mobilis,LTE,Active
Samoa,Sa,549,0,Digicel,LTE,Active
Samoa,Sa,549,1,Telecom Samoa Cellular Ltd.,LTE,Active
Samoa,Sa,549,27,Samoatel Mobile,LTE,Active
Samoa,Sa,549,999,Fix Line,LTE,Active
Solomon Islands,So,540,540,Solomon Islands all operators,LTE,Active
Solomon Islands,So,540,2,bemobile,LTE,Active
Solomon Islands,So,540,1,BREEZE,LTE,Active
Solomon Islands,So,540,0,MNC-000,LTE,Active
Solomon Islands,So,540,10,BREEZE,LTE,Active
Vanuatu,Va,541,541,Vanuatu all operators,LTE,Active
Vanuatu,Va,541,5,DigiCel,LTE,Active
Vanuatu,Va,541,1,SMILE,LTE,Active
Wallis and Futuna,Wa,543,1,Service des Postes et des Telecommunications (Wallis and Futuna,LTE,Active
Australia,Au,505,505,Australia all operators,LTE,Active
Australia,Au,505,14,AAPT Ltd.,LTE,Active
Australia,Au,505,12,H3G Ltd.,LTE,Active
Australia,Au,505,19,Lycamobile Pty Ltd,LTE,Active
Australia,Au,505,13,Railcorp/Vodafone,LTE,Active
Australia,Au,505,11,Telstra Corp. Ltd.,LTE,Active
Australia,Au,505,16,Victorian Rail Track Corp. (VicTrack),LTE,Active
Norfolk Island,No,505,10,Norfolk Telecom,LTE,Active
Australia,Au,505,24,Advanced Comm Tech Pty.,LTE,Active
Australia,Au,505,26,Dialogue Communications Pty Ltd,LTE,Active
Australia,Au,505,9,Airnet Commercial Australia Ltd..,LTE,Active
Australia,Au,505,4,Department of Defense,LTE,Active
Australia,Au,505,6,H3G Ltd.,LTE,Active
Australia,Au,505,8,Railcorp/Vodafone,LTE,Active
Australia,Au,505,2,Singtel Optus,LTE,Active
Australia,Au,505,1,Telstra Corp. Ltd.,LTE,Active
Australia,Au,505,5,The Ozitel Network Pty.,LTE,Active
Australia,Au,505,3,Vodafone,LTE,Active
Australia,Au,505,7,Vodafone,LTE,Active
Australia,Au,505,88,Pivotel Group Ltd,LTE,Active
Australia,Au,505,99,Railcorp/Vodafone,LTE,Active
Australia,Au,505,90,Singtel Optus,LTE,Active
Australia,Au,505,71,Telstra Corp. Ltd.,LTE,Active
Australia,Au,505,72,Telstra Corp. Ltd.,LTE,Active
Australia,Au,505,32,Thales Australia,LTE,Active
Australia,Au,505,38,"Vodafone (previously Crazy John""s)",LTE,Active
Australia,Au,505,999,Fix Line,LTE,Active
Malaysia,Ma,502,502,Malaysia all operators,LTE,Active
Malaysia,Ma,502,152,Yes,LTE,Active
Malaysia,Ma,502,156,Altel Communications,LTE,Active
Malaysia,Ma,502,151,Baraka Telecom Sdn Bhd,LTE,Active
Malaysia,Ma,502,155,Samata Communications Sdn Bhd,LTE,Active
Malaysia,Ma,502,154,Tron/Talk Focus Sdn Bhd,LTE,Active
Malaysia,Ma,502,150,Tune Talk,LTE,Active
Malaysia,Ma,502,153,Webe Digital,LTE,Active
Malaysia,Ma,502,198,Celcom,LTE,Active
Malaysia,Ma,502,195,XOX Com,LTE,Active
Malaysia,Ma,502,1,Art900,LTE,Active
Malaysia,Ma,502,13,Celcom,LTE,Active
Malaysia,Ma,502,19,Celcom,LTE,Active
Malaysia,Ma,502,17,Maxis,LTE,Active
Malaysia,Ma,502,11,Telekom Malaysia,LTE,Active
Malaysia,Ma,502,14,Telekom Malaysia,LTE,Active
Malaysia,Ma,502,18,U Mobile,LTE,Active
Malaysia,Ma,502,20,Electcoms Wireless Sdn Bhd,LTE,Active
Malaysia,Ma,502,999,Fix Line,LTE,Active
Brunei Darussalam,Br,528,528,Brunei Darussalam all operators,LTE,Active
Brunei Darussalam,Br,528,2,b-mobile,LTE,Active
Brunei Darussalam,Br,528,1,Telekom Brunei Bhd (TelBru),LTE,Active
Brunei Darussalam,Br,528,11,Datastream (DTSCom),LTE,Active
Singapore,Si,525,525,Singapore all operators,LTE,Active
Singapore,Si,525,999,Fix Line,LTE,Active
Singapore,Si,525,12,GRID Communications Pte Ltd,LTE,Active
Singapore,Si,525,3,MobileOne Ltd,LTE,Active
Singapore,Si,525,1,Singtel,LTE,Active
Singapore,Si,525,2,Singtel,LTE,Active
Singapore,Si,525,7,Singtel,LTE,Active
Singapore,Si,525,5,Starhub,LTE,Active
Singapore,Si,525,6,Starhub,LTE,Active
Thailand,Th,520,520,Thailand all operators,LTE,Active
Thailand,Th,520,20,ACeS Thailand - ACeS Regional Services Co Ltd,LTE,Active
Thailand,Th,520,23,Digital Phone Co.,LTE,Active
Thailand,Th,520,25,True Move,LTE,Active
Thailand,Th,520,15,ACT Mobile,LTE,Active
Thailand,Th,520,10,MNC-010,LTE,Active
Thailand,Th,520,18,Total Access (DTAC),LTE,Active
Thailand,Th,520,1,AIS/Advanced Info Service,LTE,Active
Thailand,Th,520,3,AIS/Advanced Info Service,LTE,Active
Thailand,Th,520,0,Hutch/CAT CDMA,LTE,Active
Thailand,Th,520,5,Total Access (DTAC),LTE,Active
Thailand,Th,520,2,True Move Co. Ltd.Move (CAT),LTE,Active
Thailand,Th,520,4,True Move/Orange,LTE,Active
Thailand,Th,520,88,MNC-088,LTE,Active
Thailand,Th,520,47,TOT Public Company Limited,LTE,Active
Thailand,Th,520,99,True Move/Orange,LTE,Active
Thailand,Th,520,999,Fix Line,LTE,Active
East Timor,Ea,514,999,Fix Line,LTE,Active
Timor-Leste,Ti,514,1,Telin/ Telkomcel,LTE,Active
Timor-Leste,Ti,514,2,Timor Telecom,LTE,Active
Timor-Leste,Ti,514,3,Viettel Timor-Leste,LTE,Active
Indonesia,In,510,510,Indonesia all operators,LTE,Active
Indonesia,In,510,8,Axis/Natrindo,LTE,Active
Indonesia,In,510,7,Flexi (PT Telkom) (CDMA),LTE,Active
Indonesia,In,510,1,Indosat/Satelindo/M3,LTE,Active
Indonesia,In,510,0,PT Pasifik Satelit Nusantara (PSN),LTE,Active
Indonesia,In,510,3,PT Pasifik Satelit Nusantara (PSN),LTE,Active
Indonesia,In,510,9,PT Smartfren Telecom Tbk,LTE,Active
Indonesia,In,510,99,Esia (PT Bakrie Telecom) (CDMA),LTE,Active
Indonesia,In,510,89,H3G CP,LTE,Active
Indonesia,In,510,21,Indosat/Satelindo/M3,LTE,Active
Indonesia,In,510,27,PT Sampoerna Telekomunikasi Indonesia (STI),LTE,Active
Indonesia,In,510,28,PT Smartfren Telecom Tbk,LTE,Active
Indonesia,In,510,20,Telkomsel / TELKOMMobile,LTE,Active
Indonesia,In,510,11,PT. Excelcom,LTE,Active
Indonesia,In,510,10,Telkomsel,LTE,Active
Indonesia,In,510,999,Fix Line,LTE,Active
Philippines,Ph,515,515,Philippines all operators,LTE,Active
Philippines,Ph,515,0,Fix Line,LTE,Active
Philippines,Ph,515,1,Globe Telecom,LTE,Active
Philippines,Ph,515,2,Globe Telecom,LTE,Active
Philippines,Ph,515,3,Smart,LTE,Active
Philippines,Ph,515,5,SUN/Digitel,LTE,Active
Philippines,Ph,515,99,MNC-099,LTE,Active
Philippines,Ph,515,88,Next Mobile,LTE,Active
Philippines,Ph,515,11,PLDT / ACeS,LTE,Active
Philippines,Ph,515,18,RED Mobile/Cure,LTE,Active
Philippines,Ph,515,999,Fix Line,LTE,Active
Marshall Islands,Ma,551,1,Marshall Islands National Telecommunications Authority (MINTA),LTE,Active
Micronesia,Mi,550,1,FSM Telecommunications Corp.,LTE,Active
Niue,Ni,555,1,Niue Telecom,LTE,Active
Palau,Pa,552,2,PECI/PalauTel (Palau,LTE,Active
Palau (Republic of),Pa,552,1,Palau National Communications Corp. (PNCC) (Palau,LTE,Active
Palau (Republic of),Pa,552,80,Palau Mobile Corp. (PMC) (Palau,LTE,Active
Tuvalu,Tu,553,1,Tuvalu Telecommunication Corporation (TTC),LTE,Active
MCC-534,MC,534,400,MNC-400,LTE,Active
Nauru,Na,536,1,Digicell,LTE,Active
Nauru,Na,536,2,Digicell,LTE,Active
New Zealand,Ne,530,530,New Zealand all operators,LTE,Active
New Zealand,Ne,530,28,2degrees,LTE,Active
New Zealand,Ne,530,24,Two Degrees Mobile,LTE,Active
New Zealand,Ne,530,2,Spark Mobile,LTE,Active
New Zealand,Ne,530,5,Spark Mobile,LTE,Active
New Zealand,Ne,530,0,Telecom NZ,LTE,Active
New Zealand,Ne,530,6,Telecom NZ,LTE,Active
New Zealand,Ne,530,4,Telstra,LTE,Active
New Zealand,Ne,530,1,Vodafone,LTE,Active
New Zealand,Ne,530,3,Walker Wireless Ltd.,LTE,Active
New Zealand,Ne,530,999,Fix Line,LTE,Active
Papua New Guinea,Pa,537,537,Papua New Guinea all operators,LTE,Active
Papua New Guinea,Pa,537,3,Digicel,LTE,Active
Papua New Guinea,Pa,537,2,GreenCom PNG Ltd,LTE,Active
Papua New Guinea,Pa,537,1,Pacific Mobile,LTE,Active
Papua New Guinea,Pa,537,999,Fix Line,LTE,Active
Tonga,To,539,539,Tonga all operators,LTE,Active
Tonga,To,539,88,Digicel,LTE,Active
Tonga,To,539,43,Shoreline Communication,LTE,Active
Tonga,To,539,1,Tonga Communications,LTE,Active
Tonga,To,539,999,Fix Line,LTE,Active
Anguilla,An,365,365,Anguilla all operators,LTE,Active
Anguilla,An,365,850,Digicel,LTE,Active
Anguilla,An,365,840,Flow,LTE,Active
Anguilla,An,365,50,Digicell,LTE,Active
Anguilla,An,365,10,Digicell / Wireless Vent. Ltd / Weblinks,LTE,Active
Anguilla,An,365,99,MNC-099,LTE,Active
Anguilla,An,365,930,MNC-930,LTE,Active
Aruba,Ar,363,363,Aruba all operators,LTE,Active
Aruba,Ar,363,2,Digicel,LTE,Active
Aruba,Ar,363,1,SETAR,LTE,Active
Aruba,Ar,363,20,Digicel,LTE,Active
Bahamas,Ba,364,364,Bahamas all operators,LTE,Active
Bahamas,Ba,364,490,Aliv,LTE,Active
Bahamas,Ba,364,30,Cybercell / BaTelCo,LTE,Active
Bahamas,Ba,364,39,Cybercell / BaTelCo,LTE,Active
Bahamas,Ba,364,3,Smart Communications,LTE,Active
Bahamas,Ba,364,390,Cybercell / BaTelCo,LTE,Active
Netherlands Antilles,Ne,362,362,Netherlands Antilles all operators,LTE,Active
"Bonaire, Sint Eustatius and Saba",Bo,362,999,Fix Line,LTE,Active
Netherlands Antilles,Ne,362,951,UTS Wireless,LTE,Active
Curacao,Cu,362,95,EOCG Wireless NV,LTE,Active
Sint Maarten (Netherlands),Si,362,91,SETEL GSM,LTE,Active
Curacao,Cu,362,69,Polycom N.V./ Digicel,LTE,Active
Netherlands Antilles,Ne,362,0,MNC-000,LTE,Active
Sint Maarten (Netherlands),Si,362,51,TELCELL GSM,LTE,Active
Netherlands Antilles,Ne,362,630,Cingular Wireless,LTE,Active
Netherlands Antilles,Ne,362,779,MNC-779,LTE,Active
Cuba,Cu,368,368,Cuba all operators,LTE,Active
Cuba,Cu,368,1,CubaCel/C-COM,LTE,Active
Cuba,Cu,368,999,Fix Line,LTE,Active
Dominica,Do,366,366,Dominica all operators,LTE,Active
Dominica,Do,366,20,Cingular Wireless/Digicel,LTE,Active
Dominica,Do,366,50,Wireless Ventures (Dominica) Ltd (Digicel Dominica),LTE,Active
Dominica,Do,366,110,C & W,LTE,Active
Dominica,Do,366,998,Orange Dominica,LTE,Active
Saint Vincent & Grenadines,Sa,360,360,Saint Vincent & Grenadines all operators,LTE,Active
Saint Vincent and the Grenadines,Sa,360,10,Cingular,LTE,Active
Saint Vincent & Grenadines,Sa,360,50,Digicel,LTE,Active
Saint Vincent & Grenadines,Sa,360,70,Digicel,LTE,Active
Saint Vincent & Grenadines,Sa,360,1,MNC-001,LTE,Active
Saint Vincent & Grenadines,Sa,360,100,Cingular,LTE,Active
Saint Vincent & Grenadines,Sa,360,110,C & W,LTE,Active
Antigua and Barbuda,An,344,344,Antigua and Barbuda all operators,LTE,Active
Antigua and Barbuda,An,344,50,Digicel,LTE,Active
Antigua and Barbuda,An,344,93,Digicel,LTE,Active
Antigua and Barbuda,An,344,92,Flow,LTE,Active
Antigua and Barbuda,An,344,3,imobile / APUA,LTE,Active
Antigua and Barbuda,An,344,30,imobile / APUA,LTE,Active
Mexico,Me,344,66,"TELFONOS DE MXICO, S.A.B. DE C.V",LTE,Active
Antigua and Barbuda,An,344,930,Digicel,LTE,Active
Antigua and Barbuda,An,344,920,Flow,LTE,Active
Barbados,Ba,342,342,Barbados all operators,LTE,Active
Barbados,Ba,342,810,Cingular Wireless,LTE,Active
Barbados,Ba,342,820,Sunbeach,LTE,Active
Barbados,Ba,342,50,Digicel,LTE,Active
Barbados,Ba,342,750,Digicel,LTE,Active
Barbados,Ba,342,600,LIME,LTE,Active
British Virgin Islands,Br,348,348,British Virgin Islands all operators,LTE,Active
British Virgin Islands,Br,348,570,Caribbean Cellular,LTE,Active
British Virgin Islands,Br,348,770,Digicel,LTE,Active
British Virgin Islands,Br,348,170,LIME,LTE,Active
Cayman Islands,Ca,346,346,Cayman Islands all operators,LTE,Active
Cayman Islands,Ca,346,140,Cable & Wireless,LTE,Active
Cayman Islands,Ca,346,380,Cingular Wireless (AT&T),LTE,Active
Cayman Islands,Ca,346,50,Digicel Cayman Ltd,LTE,Active
Cayman Islands,Ca,346,6,Digicel Ltd.,LTE,Active
Cayman Islands,Ca,346,1,WestTel Ltd,LTE,Active
Cayman Islands,Ca,346,998,Wireless Ventures Cayman Islands,LTE,Active
Guadeloupe,Gu,340,340,Guadeloupe all operators,LTE,Active
French Guiana,Fr,340,11,TelCell GSM,LTE,Active
Guadeloupe,Gu,340,10,Unknown,LTE,Active
Martinique (French Department of),Ma,340,12,UTS Caraibe,LTE,Active
Guadeloupe,Gu,340,20,Bouygues/DigiCel,LTE,Active
Guadeloupe,Gu,340,8,Dauphin Telecom SU (Guadeloupe Telecom),LTE,Active
Guadeloupe,Gu,340,1,Orange Caribe,LTE,Active
Guadeloupe,Gu,340,2,Outremer Telecom,LTE,Active
Guadeloupe,Gu,340,3,TelCell GSM,LTE,Active
Bermuda,Be,350,350,Bermuda all operators,LTE,Active
Bermuda,Be,350,0,Bermuda Digital Communications Ltd (BDC),LTE,Active
Bermuda,Be,350,3,CellOne Ltd,LTE,Active
Bermuda,Be,350,2,M3 Wireless Ltd,LTE,Active
Bermuda,Be,350,1,Telecommunications (Bermuda & West Indies) Ltd (Digicel Bermuda),LTE,Active
Bermuda,Be,350,99,CellOne Ltd,LTE,Active
Bermuda,Be,350,10,DigiCel / Cingular,LTE,Active
Grenada,Gr,352,352,Grenada all operators,LTE,Active
Grenada,Gr,352,110,Cable & Wireless,LTE,Active
Grenada,Gr,352,130,Digicel,LTE,Active
Grenada,Gr,352,30,Digicel,LTE,Active
Grenada,Gr,352,50,Digicel,LTE,Active
Grenada,Gr,352,5,MNC-005,LTE,Active
Montserrat,Mo,354,354,Montserrat all operators,LTE,Active
Montserrat,Mo,354,860,Cable & Wireless,LTE,Active
Saint Kitts and Nevis,Sa,356,356,Saint Kitts and Nevis all operators,LTE,Active
Saint Kitts and Nevis,Sa,356,110,Cable & Wireless,LTE,Active
Saint Kitts and Nevis,Sa,356,50,Digicel,LTE,Active
Saint Kitts and Nevis,Sa,356,70,UTS Cariglobe,LTE,Active
Saint Lucia,Sa,358,358,Saint Lucia all operators,LTE,Active
Saint Lucia,Sa,358,110,Cable & Wireless,LTE,Active
Saint Lucia,Sa,358,30,Cingular Wireless,LTE,Active
Saint Lucia,Sa,358,50,Digicel (St Lucia) Limited,LTE,Active
Saint Lucia,Sa,358,5,MNC-005,LTE,Active
United States,Un,310,310,United States all operators,LTE,Active
Bermuda,Be,310,59,CellularOne Bermuda,LTE,Active
United States,Un,310,50,Unknown,LTE,Active
Guam,Gu,310,33,Guam Teleph. Auth,LTE,Active
Guam,Gu,310,32,IT&E OverSeas,LTE,Active
United States,Un,310,35,ETEX Communications dba ETEX Wireless,LTE,Active
United States,Un,310,34,Nevada Wireless LLC,LTE,Active
United States of America,Un,310,31,T-Mobile,LTE,Active
United States,Un,310,30,Unknown,LTE,Active
United States,Un,310,38,USA 3650 AT&T,LTE,Active
United States,Un,310,70,AT&T Wireless Inc.,LTE,Active
United States,Un,310,72,MNC-072,LTE,Active
United States,Un,310,60,Consolidated Telcom,LTE,Active
United States,Un,310,90,Edge Wireless LLC,LTE,Active
United States,Un,310,99,MNC-099,LTE,Active
United States,Un,310,16,Leap Wireless International Inc.,LTE,Active
United States,Un,310,17,North Sight Communications Inc,LTE,Active
United States,Un,310,11,Northstar,LTE,Active
United States,Un,310,14,Testing,LTE,Active
United States,Un,310,15,Unknown,LTE,Active
United States,Un,310,10,Verizon Wireless,LTE,Active
United States,Un,310,12,Verizon Wireless,LTE,Active
United States,Un,310,13,Verizon Wireless,LTE,Active
United States,Un,310,40,Matanuska Tel. Assn. Inc.,LTE,Active
United States,Un,310,46,SIMMETRY,LTE,Active
United States,Un,310,0,MNC-000,LTE,Active
United States,Un,310,5,MNC-005,LTE,Active
United States,Un,310,9,MNC-009,LTE,Active
United States of America,Un,310,6,Consolidated Telcom,LTE,Active
United States,Un,310,3,Unknown,LTE,Active
United States,Un,310,4,Verizon Wireless,LTE,Active
United States of America,Un,310,23,Unknown,LTE,Active
United States of America,Un,310,24,Unknown,LTE,Active
United States of America,Un,310,25,Unknown,LTE,Active
United States of America,Un,310,26,Unknown,LTE,Active
United States,Un,310,20,Union Telephone Co.,LTE,Active
United States,Un,310,80,Unknown,LTE,Active
Guam,Gu,310,480,Choice Phone LLC,LTE,Active
United States,Un,310,410,AT&T Wireless Inc.,LTE,Active
United States,Un,310,420,Cincinnati Bell Wireless LLC,LTE,Active
United States,Un,310,440,Dobson Cellular Systems,LTE,Active
United States,Un,310,470,Docomo,LTE,Active
United States,Un,310,430,GCI Communication Corp.,LTE,Active
United States,Un,310,400,Minnesota South. Wirel. Co. / Hickory,LTE,Active
United States,Un,310,450,Northeast Colorado Cellular Inc.,LTE,Active
United States,Un,310,490,Triton PCS,LTE,Active
United States,Un,310,460,TMP Corporation,LTE,Active
United States,Un,310,850,Aeris Comm. Inc.,LTE,Active
United States,Un,310,830,Caprock Cellular Ltd.,LTE,Active
United States,Un,310,870,Kaplan Telephone Company Inc.,LTE,Active
United States,Un,310,810,LCFR LLC,LTE,Active
United States,Un,310,820,South Canadian Cellular Communications Co. LP,LTE,Active
United States,Un,310,840,Telecom North America Mobile Inc,LTE,Active
United States,Un,310,860,Texas RSA 15B2 Limited Partnership,LTE,Active
United States,Un,310,800,T-Mobile,LTE,Active
United States,Un,310,880,Unknown,LTE,Active
United States,Un,310,890,Verizon Wireless,LTE,Active
United States,Un,310,510,Airtel Wireless LLC,LTE,Active
United States,Un,310,560,AT&T Wireless Inc.,LTE,Active
United States,Un,310,570,MTPCS LLC,LTE,Active
United States,Un,310,580,PCS ONE,LTE,Active
United States,Un,310,500,Public Service Cellular Inc.,LTE,Active
United States,Un,310,540,Unknown,LTE,Active
United States,Un,310,520,VeriSign,LTE,Active
United States,Un,310,590,Verizon Wireless,LTE,Active
United States,Un,310,530,West Virginia Wireless,LTE,Active
United States,Un,310,550,Wireless Solutions International,LTE,Active
United States,Un,310,710,Arctic Slope Telephone Association Cooperative Inc.,LTE,Active
United States,Un,310,700,Cross Valliant Cellular Partnership,LTE,Active
United States,Un,310,702,MNC-702,LTE,Active
United States,Un,310,750,East Kentucky Network LLC,LTE,Active
United States,Un,310,770,Iowa Wireless Services LLC,LTE,Active
United States,Un,310,779,MNC-779,LTE,Active
United States,Un,310,780,Message Express Co. / Airlink PCS,LTE,Active
United States,Un,310,760,Panhandle Telephone Cooperative Inc.,LTE,Active
United States,Un,310,740,Telemetrix Inc.,LTE,Active
United States,Un,310,730,United States Cellular Corp.,LTE,Active
United States,Un,310,790,Unknown,LTE,Active
United States,Un,310,720,Wireless Solutions International,LTE,Active
United States,Un,310,150,AT&T Wireless Inc.,LTE,Active
United States,Un,310,170,AT&T Wireless Inc.,LTE,Active
United States,Un,310,180,Cingular Wireless,LTE,Active
United States,Un,310,140,GTA Wireless,LTE,Active
United States,Un,310,130,North Carolina RSA 3 Cellular Tel. Co.,LTE,Active
United States,Un,310,110,Pacific Telecom Inc,LTE,Active
United States,Un,310,100,Plateau Telecommunications Inc.,LTE,Active
United States,Un,310,120,Sprint Spectrum,LTE,Active
United States,Un,310,160,T-Mobile,LTE,Active
United States,Un,310,190,Unknown,LTE,Active
United States,Un,310,380,AT&T Wireless Inc.,LTE,Active
United States,Un,310,360,Cellular Network Partnership LLC,LTE,Active
United States,Un,310,370,Docomo,LTE,Active
United States,Un,310,350,Mohave Cellular LP,LTE,Active
United States,Un,310,320,Smith Bagley Inc.,LTE,Active
United States,Un,310,300,T-Mobile,LTE,Active
United States,Un,310,310,T-Mobile,LTE,Active
United States,Un,310,330,T-Mobile,LTE,Active
United States,Un,310,340,"Westlink Communications, LLC",LTE,Active
United States,Un,310,390,Yorkville Telephone Cooperative,LTE,Active
United States,Un,310,680,AT&T Wireless Inc.,LTE,Active
United States,Un,310,620,Coleman County Telco /Trans TX,LTE,Active
United States,Un,310,621,MNC-621,LTE,Active
United States,Un,310,610,Elkhart TelCo. / Epic Touch Co.,LTE,Active
United States,Un,310,650,Jasper,LTE,Active
United States,Un,310,653,MNC-653,LTE,Active
United States,Un,310,654,MNC-654,LTE,Active
United States,Un,310,656,MNC-656,LTE,Active
United States,Un,310,657,MNC-657,LTE,Active
United States,Un,310,690,Keystone Wireless LLC,LTE,Active
United States,Un,310,600,New-Cell Inc.,LTE,Active
United States,Un,310,670,Northstar,LTE,Active
United States,Un,310,660,T-Mobile,LTE,Active
United States,Un,310,630,Unknown,LTE,Active
United States,Un,310,640,Unknown,LTE,Active
United States,Un,310,980,AT&T Wireless Inc.,LTE,Active
United States,Un,310,900,Cable & Communications Corp.,LTE,Active
United States,Un,310,990,E.N.M.R. Telephone Coop.,LTE,Active
United States,Un,310,999,Various Networks,LTE,Active
United States,Un,310,920,Get Mobile Inc.,LTE,Active
United States,Un,310,940,Poka Lambro Telco Ltd.,LTE,Active
United States,Un,310,960,Uintah Basin Electronics Telecommunications Inc.,LTE,Active
United States,Un,310,930,Unknown,LTE,Active
United States,Un,310,950,Unknown,LTE,Active
United States,Un,310,970,Unknown,LTE,Active
United States,Un,310,910,Verizon Wireless,LTE,Active
United States,Un,310,290,NEP Cellcorp Inc.,LTE,Active
United States,Un,310,200,T-Mobile,LTE,Active
United States,Un,310,210,T-Mobile,LTE,Active
United States,Un,310,220,T-Mobile,LTE,Active
United States,Un,310,230,T-Mobile,LTE,Active
United States,Un,310,240,T-Mobile,LTE,Active
United States,Un,310,250,T-Mobile,LTE,Active
United States,Un,310,260,T-Mobile,LTE,Active
United States,Un,310,270,T-Mobile,LTE,Active
United States,Un,310,280,T-Mobile,LTE,Active
United States,Un,311,311,United States all operators,LTE,Active
Guam,Gu,311,250,Wave Runner LLC,LTE,Active
